Acc_x,Acc_y,Acc_z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0.19,0.8
0.19,0.21,0.81
0.19,0.22,0.82
0.2,0.2,0.83
0.21,0.2,0.84
0.22,0.2,0.85
0.2,0.21,0.84
0.17,0.26,0.8
0.14,0.26,0.77
0.15,0.25,0.76
0.17,0.25,0.76
0.21,0.25,0.76
0.24,0.24,0.77
0.24,0.26,0.78
0.23,0.26,0.8
0.22,0.25,0.82
0.21,0.26,0.83
0.19,0.28,0.82
0.19,0.28,0.8
0.22,0.27,0.79
0.24,0.29,0.78
0.26,0.31,0.77
0.27,0.3,0.78
0.27,0.29,0.81
0.28,0.3,0.82
0.29,0.32,0.83
0.29,0.34,0.83
0.29,0.35,0.83
0.28,0.34,0.83
0.3,0.34,0.84
0.33,0.34,0.85
0.34,0.35,0.85
0.34,0.36,0.84
0.35,0.37,0.83
0.31,0.4,0.82
0.29,0.42,0.8
0.27,0.43,0.8
0.25,0.42,0.83
0.22,0.39,0.86
0.22,0.37,0.91
0.24,0.36,0.96
0.28,0.35,0.99
0.31,0.35,0.99
0.34,0.35,0.99
0.38,0.35,0.98
0.41,0.35,0.97
0.41,0.34,0.96
0.38,0.32,0.96
0.36,0.31,0.95
0.38,0.29,0.97
0.42,0.27,0.98
0.45,0.27,0.97
0.49,0.24,0.98
0.55,0.2,0.99
0.57,0.19,0.99
0.58,0.22,0.98
0.63,0.27,1.02
0.67,0.27,1.08
0.66,0.3,1.1
0.67,0.3,1.13
0.91,0.17,1.21
0.94,0.12,1.27
0.94,0.11,1.26
0.85,0.09,1.19
0.64,0.08,1.06
0.51,0.07,0.92
0.49,0.07,0.81
0.55,0.05,0.78
0.61,0.03,0.79
