Acc_x,Acc_y,Acc_z
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.21,0.78,0.57
0.21,0.78,0.57
0.21,0.78,0.57
0.21,0.78,0.57
0.21,0.78,0.57
0.2,0.77,0.58
0.2,0.78,0.58
0.19,0.78,0.58
0.18,0.78,0.57
0.18,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.56
0.19,0.79,0.56
0.2,0.78,0.56
0.2,0.79,0.56
0.2,0.79,0.57
0.2,0.79,0.57
0.19,0.79,0.57
0.19,0.78,0.57
0.19,0.78,0.56
0.19,0.78,0.56
0.19,0.78,0.56
0.2,0.79,0.56
0.19,0.79,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.2,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.2,0.78,0.57
0.19,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.79,0.57
0.2,0.78,0.57
0.19,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.19,0.79,0.57
0.19,0.79,0.57
0.2,0.78,0.56
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.79,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.2,0.78,0.57
0.19,0.79,0.56
0.2,0.78,0.57
0.19,0.79,0.57
0.2,0.79,0.57
0.19,0.78,0.57
0.19,0.78,0.58
0.19,0.78,0.58
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.56
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.58
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.18,0.78,0.58
0.18,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.18,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.57
0.19,0.78,0.58
0.19,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.19,0.78,0.58
0.19,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.18,0.78,0.58
0.17,0.78,0.58
0.17,0.78,0.57
0.17,0.78,0.57
0.17,0.78,0.57
0.18,0.78,0.57
