avg_train_loss,avg_val_loss,epoch,step,train_loss,val_loss
,,0,739,0.25382548570632935,
,,0,749,0.19824714958667755,
,,0,759,0.1721719354391098,
,,0,769,0.10814695060253143,
,,0,779,0.25054070353507996,
,,0,789,0.11708495020866394,
,,0,799,0.1882878988981247,
,,0,809,0.1542426198720932,
,,0,819,0.1934524029493332,
,,0,829,0.13439016044139862,
,,0,839,0.25726619362831116,
,,0,849,0.17808780074119568,
,,0,859,0.14444947242736816,
,,0,869,0.21097923815250397,
,,0,879,0.17077124118804932,
,,0,889,0.21047531068325043,
,,0,899,0.12798336148262024,
,,0,909,0.1984374225139618,
,,0,919,0.2387126237154007,
,,0,929,0.17230220139026642,
,,0,939,0.18440860509872437,
,,0,949,0.30505362153053284,
,,0,959,0.12863828241825104,
,,0,969,0.13135161995887756,
,,0,979,0.14509591460227966,
,,0,989,0.19706304371356964,
,,0,999,0.18059392273426056,
,,0,1009,0.17084093391895294,
,,0,1019,0.1772148162126541,
,,0,1029,0.22240976989269257,
,,0,1039,0.18076133728027344,
,,0,1049,0.2848735451698303,
,,0,1059,0.1352498084306717,
,,0,1069,0.1585100144147873,
,,0,1079,0.2549724578857422,
,,0,1089,0.18529585003852844,
,,0,1099,0.1319279819726944,
,,0,1109,0.2203957736492157,
,,0,1119,0.18285073339939117,
,,0,1129,0.11730363219976425,
,,0,1139,0.1344738006591797,
,,0,1149,0.13362349569797516,
,,0,1159,0.19561898708343506,
,,0,1169,0.2103668600320816,
,,0,1179,0.28809693455696106,
,,0,1189,0.12876953184604645,
,,0,1199,0.13258680701255798,
,,0,1209,0.20685039460659027,
,,0,1219,0.142100527882576,
,,0,1229,0.11996360868215561,
,,0,1239,1.6728541851043701,
,,0,1249,0.11008474230766296,
,,0,1259,0.12156836688518524,
,,0,1269,0.14636319875717163,
,,0,1279,0.19023281335830688,
,,0,1289,0.09146151691675186,
,,0,1299,0.08806721866130829,
,,0,1309,0.10950519889593124,
,,0,1319,0.13712026178836823,
,,0,1329,0.1261068433523178,
,,0,1339,0.1169838234782219,
,,0,1349,0.15880818665027618,
,,0,1359,0.14557664096355438,
,,0,1369,0.10160820186138153,
,,0,1379,0.12548880279064178,
,,0,1389,0.1291567087173462,
,,0,1399,0.13934098184108734,
,,0,1409,0.13128741085529327,
,,0,1419,0.14356829226016998,
,,0,1429,0.1194707527756691,
,,0,1439,0.1654110699892044,
,,0,1449,2.1099634170532227,
,,0,1459,0.12740622460842133,
,,0,1469,0.15485280752182007,
,,0,1479,0.14266431331634521,
,,0,1489,0.16729022562503815,
,,0,1499,0.15853890776634216,
,,0,1509,0.1497207134962082,
,,0,1519,0.1829749047756195,
,,0,1529,0.1449272185564041,
,,0,1539,0.16740188002586365,
,0.1354515701532364,0,1539,,0.13546635210514069
0.2508421540260315,,0,1539,,
,,1,1549,0.11999674886465073,
,,1,1559,0.11432492733001709,
,,1,1569,1.218355417251587,
,,1,1579,0.12869486212730408,
,,1,1589,0.12370098382234573,
,,1,1599,0.13315236568450928,
,,1,1609,0.13731470704078674,
,,1,1619,0.22982564568519592,
,,1,1629,2.123180389404297,
,,1,1639,0.1233207955956459,
,,1,1649,0.1412672996520996,
,,1,1659,0.1005762591958046,
,,1,1669,0.0974598303437233,
,,1,1679,0.09345025569200516,
,,1,1689,0.19790294766426086,
,,1,1699,0.15132594108581543,
,,1,1709,0.17833611369132996,
,,1,1719,0.10081566125154495,
,,1,1729,0.06415248662233353,
,,1,1739,0.08580896258354187,
,,1,1749,0.24564863741397858,
,,1,1759,0.16685929894447327,
,,1,1769,0.16533918678760529,
,,1,1779,0.1850844919681549,
,,1,1789,0.19026000797748566,
,,1,1799,0.11139516532421112,
,,1,1809,0.08022432029247284,
,,1,1819,0.16449254751205444,
,,1,1829,0.11125008016824722,
,,1,1839,0.1317817121744156,
,,1,1849,0.08120495080947876,
,,1,1859,0.16281206905841827,
,,1,1869,0.0986839085817337,
,,1,1879,0.14747808873653412,
,,1,1889,0.21352127194404602,
,,1,1899,0.15595901012420654,
,,1,1909,0.2207222580909729,
,,1,1919,0.11682315915822983,
,,1,1929,0.08760660886764526,
,,1,1939,0.10954156517982483,
,,1,1949,0.08157271891832352,
,,1,1959,0.15769854187965393,
,,1,1969,0.11676330864429474,
,,1,1979,0.11419403553009033,
,,1,1989,0.09217499941587448,
,,1,1999,0.10698201507329941,
,,1,2009,0.12722255289554596,
,,1,2019,0.10532370209693909,
,,1,2029,0.1266479641199112,
,,1,2039,0.11767851561307907,
,,1,2049,0.11601832509040833,
,,1,2059,0.10622452944517136,
,,1,2069,0.07418147474527359,
,,1,2079,0.09394029527902603,
,,1,2089,0.07401852309703827,
,,1,2099,0.11917770653963089,
,,1,2109,0.22448085248470306,
,,1,2119,0.07976659387350082,
,,1,2129,0.13495834171772003,
,,1,2139,0.1623077094554901,
,,1,2149,0.10144055634737015,
,,1,2159,0.09883000701665878,
,,1,2169,0.1740623116493225,
,,1,2179,0.14713869988918304,
,,1,2189,0.08163394778966904,
,,1,2199,0.1535082757472992,
,,1,2209,0.09139937162399292,
,,1,2219,0.08079440146684647,
,,1,2229,0.09402848780155182,
,,1,2239,0.09553665667772293,
,,1,2249,0.09916483610868454,
,,1,2259,0.13080815970897675,
,,1,2269,0.1448623538017273,
,,1,2279,0.23276987671852112,
,,1,2289,0.0836525484919548,
,,1,2299,0.10589771717786789,
,,1,2309,0.19915206730365753,
,,1,2319,0.09065627306699753,
,,1,2329,0.08737599849700928,
,,1,2339,0.09809822589159012,
,,1,2349,0.1356334388256073,
,,1,2359,0.10508331656455994,
,,1,2369,0.07999937236309052,
,,1,2379,0.09667599946260452,
,,1,2389,0.14579422771930695,
,,1,2399,0.09644410759210587,
,,1,2409,0.08176647126674652,
,,1,2419,0.20845246315002441,
,,1,2429,0.1314978450536728,
,,1,2439,0.12949755787849426,
,,1,2449,0.05137741193175316,
,,1,2459,0.11878259479999542,
,,1,2469,0.05493554472923279,
,,1,2479,0.14864355325698853,
,,1,2489,0.17256943881511688,
,,1,2499,0.158590629696846,
,,1,2509,0.08017200976610184,
,,1,2519,2.131343364715576,
,,1,2529,0.1943744421005249,
,,1,2539,0.08314969390630722,
,,1,2549,0.07592902332544327,
,,1,2559,0.06632747501134872,
,,1,2569,0.11119381338357925,
,,1,2579,0.09653624147176743,
,,1,2589,0.09727880358695984,
,,1,2599,0.08851699531078339,
,,1,2609,0.11193586885929108,
,,1,2619,0.09421385079622269,
,,1,2629,0.06612832844257355,
,,1,2639,0.10414721071720123,
,,1,2649,0.09213335812091827,
,,1,2659,0.14068603515625,
,,1,2669,0.2052202969789505,
,,1,2679,0.10710537433624268,
,,1,2689,0.11253555864095688,
,,1,2699,0.1553846001625061,
,,1,2709,0.13681305944919586,
,,1,2719,0.06296579539775848,
,,1,2729,0.08448672294616699,
,,1,2739,0.10046211630105972,
,,1,2749,0.1541709154844284,
,,1,2759,0.07655578851699829,
,,1,2769,0.09929144382476807,
,,1,2779,0.10681531578302383,
,,1,2789,0.09931596368551254,
,,1,2799,0.08052022755146027,
,,1,2809,0.06845777481794357,
,,1,2819,0.08524375408887863,
,,1,2829,0.08827808499336243,
,,1,2839,0.07295156270265579,
,,1,2849,0.10384583473205566,
,,1,2859,0.10466800630092621,
,,1,2869,0.07813048362731934,
,,1,2879,0.10132095217704773,
,,1,2889,0.06110478937625885,
,,1,2899,0.09181441366672516,
,,1,2909,0.05553750321269035,
,,1,2919,0.06715713441371918,
,,1,2929,0.05537015572190285,
,,1,2939,0.1490670144557953,
,,1,2949,0.12227721512317657,
,,1,2959,0.061016108840703964,
,,1,2969,0.05397326871752739,
,,1,2979,0.056134529411792755,
,,1,2989,0.04838591814041138,
,,1,2999,0.07263556867837906,
,,1,3009,0.06545895338058472,
,,1,3019,0.07347220182418823,
,,1,3029,0.14337968826293945,
,,1,3039,0.08794809877872467,
,,1,3049,0.05993441864848137,
,,1,3059,0.047895465046167374,
,,1,3069,0.08237870037555695,
,,1,3079,0.1751539558172226,
,0.1042802631855011,1,3079,,0.10429698973894119
0.14284077286720276,,1,3079,,
,,2,3089,0.0650622695684433,
,,2,3099,0.06547960638999939,
,,2,3109,0.05100281536579132,
,,2,3119,0.06566821038722992,
,,2,3129,0.11204291135072708,
,,2,3139,0.12498077750205994,
,,2,3149,0.1702050268650055,
,,2,3159,0.08468639850616455,
,,2,3169,0.040256526321172714,
,,2,3179,0.16567960381507874,
,,2,3189,0.07979738712310791,
,,2,3199,0.11781296133995056,
,,2,3209,0.053943973034620285,
,,2,3219,0.05366639420390129,
,,2,3229,0.12076187133789062,
,,2,3239,0.14152100682258606,
,,2,3249,0.12768493592739105,
,,2,3259,0.16427239775657654,
,,2,3269,0.11224494874477386,
,,2,3279,0.08169946074485779,
,,2,3289,0.0944216400384903,
,,2,3299,0.12490598112344742,
,,2,3309,0.16653619706630707,
,,2,3319,0.07739933580160141,
,,2,3329,0.06785889714956284,
,,2,3339,0.04857048764824867,
,,2,3349,0.15919673442840576,
,,2,3359,0.10636387020349503,
,,2,3369,0.1361977458000183,
,,2,3379,0.06505335867404938,
,,2,3389,0.2457227110862732,
,,2,3399,0.039516374468803406,
,,2,3409,0.0855230838060379,
,,2,3419,0.06110859662294388,
,,2,3429,0.1208232119679451,
,,2,3439,0.08566337823867798,
,,2,3449,0.10992893576622009,
,,2,3459,0.041631877422332764,
,,2,3469,0.07824273407459259,
,,2,3479,0.11062271147966385,
,,2,3489,0.1225578561425209,
,,2,3499,0.1799761950969696,
,,2,3509,0.26232197880744934,
,,2,3519,0.10959269106388092,
,,2,3529,0.053896814584732056,
,,2,3539,0.18928810954093933,
,,2,3549,0.14049285650253296,
,,2,3559,0.20841585099697113,
,,2,3569,0.16908694803714752,
,,2,3579,0.05947982892394066,
,,2,3589,0.1071210652589798,
,,2,3599,0.07485996186733246,
,,2,3609,0.07574999332427979,
,,2,3619,0.1338220089673996,
,,2,3629,0.10653986781835556,
,,2,3639,0.06954018026590347,
,,2,3649,0.19700250029563904,
,,2,3659,0.18481001257896423,
,,2,3669,0.044588204473257065,
,,2,3679,0.08961057662963867,
,,2,3689,0.07480542361736298,
,,2,3699,0.07059957087039948,
,,2,3709,0.07496915012598038,
,,2,3719,0.15850873291492462,
,,2,3729,0.11865632981061935,
,,2,3739,0.07987400889396667,
,,2,3749,0.10173021256923676,
,,2,3759,0.09934617578983307,
,,2,3769,0.08008934557437897,
,,2,3779,0.12181463092565536,
,,2,3789,0.05913703888654709,
,,2,3799,0.23908311128616333,
,,2,3809,0.10120866447687149,
,,2,3819,0.12288545072078705,
,,2,3829,0.11436717212200165,
,,2,3839,0.04634374752640724,
,,2,3849,0.08439254015684128,
,,2,3859,0.07691323757171631,
,,2,3869,0.03052295371890068,
,,2,3879,0.11643565446138382,
,,2,3889,0.060452818870544434,
,,2,3899,0.05981309339404106,
,,2,3909,0.09480050951242447,
,,2,3919,0.08668599277734756,
,,2,3929,0.14904645085334778,
,,2,3939,0.09739376604557037,
,,2,3949,0.1807880997657776,
,,2,3959,0.062081947922706604,
,,2,3969,0.10942474752664566,
,,2,3979,0.15358471870422363,
,,2,3989,0.08996207267045975,
,,2,3999,0.15394870936870575,
,,2,4009,0.14600154757499695,
,,2,4019,0.09963889420032501,
,,2,4029,0.07429499179124832,
,,2,4039,0.13153144717216492,
,,2,4049,0.09924629330635071,
,,2,4059,0.07238898426294327,
,,2,4069,0.14775371551513672,
,,2,4079,0.06360650807619095,
,,2,4089,0.033900756388902664,
,,2,4099,0.08085266500711441,
,,2,4109,0.07566089928150177,
,,2,4119,0.04456707090139389,
,,2,4129,0.11190392076969147,
,,2,4139,0.08807373046875,
,,2,4149,0.07673899829387665,
,,2,4159,0.08919919282197952,
,,2,4169,0.05076463893055916,
,,2,4179,0.050952352583408356,
,,2,4189,0.0933329239487648,
,,2,4199,0.0969238206744194,
,,2,4209,0.11038103699684143,
,,2,4219,0.05850538983941078,
,,2,4229,0.05173139274120331,
,,2,4239,0.11213559657335281,
,,2,4249,0.07145056873559952,
,,2,4259,0.14025871455669403,
,,2,4269,0.14473727345466614,
,,2,4279,0.1068476140499115,
,,2,4289,0.043533120304346085,
,,2,4299,0.07341546565294266,
,,2,4309,0.07588814944028854,
,,2,4319,3.374725103378296,
,,2,4329,0.12357304990291595,
,,2,4339,0.11158297210931778,
,,2,4349,0.08640269190073013,
,,2,4359,0.07798225432634354,
,,2,4369,0.10811902582645416,
,,2,4379,0.11957260221242905,
,,2,4389,0.06928374618291855,
,,2,4399,0.08185547590255737,
,,2,4409,0.12966288626194,
,,2,4419,0.15098974108695984,
,,2,4429,0.07400131225585938,
,,2,4439,0.13175702095031738,
,,2,4449,0.15822970867156982,
,,2,4459,0.03624551370739937,
,,2,4469,0.13762354850769043,
,,2,4479,0.10138653963804245,
,,2,4489,0.18726517260074615,
,,2,4499,0.10455068200826645,
,,2,4509,0.06385182589292526,
,,2,4519,0.08568445593118668,
,,2,4529,0.0865962877869606,
,,2,4539,0.11587164551019669,
,,2,4549,0.18829092383384705,
,,2,4559,0.03448598086833954,
,,2,4569,0.1060643121600151,
,,2,4579,0.04793715849518776,
,,2,4589,0.05674130842089653,
,,2,4599,0.03637876734137535,
,,2,4609,0.09673970937728882,
,,2,4619,0.21584782004356384,
,0.08468219637870789,2,4619,,0.08469903469085693
0.11847648024559021,,2,4619,,
,,3,4629,0.07143791764974594,
,,3,4639,0.08792964369058609,
,,3,4649,0.05548879876732826,
,,3,4659,0.05350605025887489,
,,3,4669,0.05625471845269203,
,,3,4679,0.10088469088077545,
,,3,4689,0.14022085070610046,
,,3,4699,0.15632478892803192,
,,3,4709,0.09606141597032547,
,,3,4719,0.10559267550706863,
,,3,4729,0.10317693650722504,
,,3,4739,0.04702884703874588,
,,3,4749,0.08296570926904678,
,,3,4759,0.0789395421743393,
,,3,4769,0.061450373381376266,
,,3,4779,0.06539641320705414,
,,3,4789,0.04505525529384613,
,,3,4799,0.06613270938396454,
,,3,4809,0.0718265175819397,
,,3,4819,0.04568587243556976,
,,3,4829,0.1110018715262413,
,,3,4839,0.057141851633787155,
,,3,4849,0.03406582772731781,
,,3,4859,0.05678236857056618,
,,3,4869,0.05850560590624809,
,,3,4879,0.055922407656908035,
,,3,4889,0.05229494348168373,
,,3,4899,0.043861910700798035,
,,3,4909,0.11264874786138535,
,,3,4919,0.07638087123632431,
,,3,4929,0.0980726033449173,
,,3,4939,0.07948913425207138,
,,3,4949,0.07230056077241898,
,,3,4959,0.11719255149364471,
,,3,4969,0.13144950568675995,
,,3,4979,0.13810047507286072,
,,3,4989,0.10089381039142609,
,,3,4999,0.06934399157762527,
,,3,5009,0.1670520305633545,
,,3,5019,0.09733451902866364,
,,3,5029,0.1364118456840515,
,,3,5039,0.09211903810501099,
,,3,5049,0.10813367366790771,
,,3,5059,0.0915834829211235,
,,3,5069,0.08025055378675461,
,,3,5079,0.08781945705413818,
,,3,5089,0.08115197718143463,
,,3,5099,0.09259292483329773,
,,3,5109,0.11327977478504181,
,,3,5119,0.07563653588294983,
,,3,5129,0.05809538811445236,
,,3,5139,0.0690433531999588,
,,3,5149,0.10433078557252884,
,,3,5159,0.04694510996341705,
,,3,5169,0.10307978838682175,
,,3,5179,0.07693059742450714,
,,3,5189,0.07700008898973465,
,,3,5199,0.12621991336345673,
,,3,5209,0.06394068896770477,
,,3,5219,0.07885481417179108,
,,3,5229,0.09492992609739304,
,,3,5239,0.11249782890081406,
,,3,5249,0.08196613192558289,
,,3,5259,0.0768575444817543,
,,3,5269,0.07759334146976471,
,,3,5279,0.1123112291097641,
,,3,5289,0.10793950408697128,
,,3,5299,0.09655017405748367,
,,3,5309,0.12179441004991531,
,,3,5319,0.08721008896827698,
,,3,5329,0.09923253208398819,
,,3,5339,0.13939698040485382,
,,3,5349,0.10813077539205551,
,,3,5359,0.05995843559503555,
,,3,5369,0.08427486568689346,
,,3,5379,0.13288721442222595,
,,3,5389,0.05114956572651863,
,,3,5399,0.14487510919570923,
,,3,5409,0.05456087365746498,
,,3,5419,0.06326109915971756,
,,3,5429,0.08332463353872299,
,,3,5439,0.033265888690948486,
,,3,5449,0.06942620128393173,
,,3,5459,0.0846051424741745,
,,3,5469,0.07280639559030533,
,,3,5479,1.5279223918914795,
,,3,5489,0.049117375165224075,
,,3,5499,0.09554770588874817,
,,3,5509,0.12652236223220825,
,,3,5519,0.04509525001049042,
,,3,5529,0.06168973445892334,
,,3,5539,0.05220271274447441,
,,3,5549,0.11492298543453217,
,,3,5559,0.1236979216337204,
,,3,5569,0.03878943994641304,
,,3,5579,0.09583742916584015,
,,3,5589,0.18759460747241974,
,,3,5599,0.08011025190353394,
,,3,5609,0.06922444701194763,
,,3,5619,0.2039094865322113,
,,3,5629,0.11606913805007935,
,,3,5639,0.049332644790410995,
,,3,5649,0.0485927015542984,
,,3,5659,0.10377450287342072,
,,3,5669,0.09472674131393433,
,,3,5679,0.07143309712409973,
,,3,5689,0.143141508102417,
,,3,5699,0.1296016275882721,
,,3,5709,0.06576179713010788,
,,3,5719,0.08105858415365219,
,,3,5729,0.06813912093639374,
,,3,5739,0.13800056278705597,
,,3,5749,0.0929354727268219,
,,3,5759,0.04401179030537605,
,,3,5769,0.10972648859024048,
,,3,5779,0.18813522160053253,
,,3,5789,0.03398140147328377,
,,3,5799,0.0706164538860321,
,,3,5809,0.03259279578924179,
,,3,5819,0.07667554169893265,
,,3,5829,0.07737578451633453,
,,3,5839,0.23197230696678162,
,,3,5849,0.039281535893678665,
,,3,5859,0.1586495190858841,
,,3,5869,0.07985758781433105,
,,3,5879,0.09018094092607498,
,,3,5889,0.12959100306034088,
,,3,5899,0.06251751631498337,
,,3,5909,0.17362092435359955,
,,3,5919,0.11057453602552414,
,,3,5929,0.031498074531555176,
,,3,5939,0.031117388978600502,
,,3,5949,0.09199975430965424,
,,3,5959,0.05926098674535751,
,,3,5969,0.06942356377840042,
,,3,5979,0.15149439871311188,
,,3,5989,0.20537129044532776,
,,3,5999,0.11946029961109161,
,,3,6009,0.08271237462759018,
,,3,6019,0.03278687968850136,
,,3,6029,0.07549671083688736,
,,3,6039,0.14579404890537262,
,,3,6049,0.1447281688451767,
,,3,6059,0.04032763093709946,
,,3,6069,0.10166659951210022,
,,3,6079,0.12885510921478271,
,,3,6089,0.12474162131547928,
,,3,6099,0.12852731347084045,
,,3,6109,0.05581675469875336,
,,3,6119,3.335897207260132,
,,3,6129,0.04334636032581329,
,,3,6139,0.05828703194856644,
,,3,6149,0.046452295035123825,
,,3,6159,0.15665185451507568,
,0.07985526323318481,3,6159,,0.07987009733915329
0.1105164885520935,,3,6159,,
,,4,6169,0.0969349592924118,
,,4,6179,0.037020646035671234,
,,4,6189,0.12196293473243713,
,,4,6199,0.10503032803535461,
,,4,6209,0.07140817493200302,
,,4,6219,0.09389227628707886,
,,4,6229,0.07023897022008896,
,,4,6239,0.055538713932037354,
,,4,6249,0.06186646223068237,
,,4,6259,0.08781314641237259,
,,4,6269,0.07460916042327881,
,,4,6279,0.09599548578262329,
,,4,6289,0.04369644448161125,
,,4,6299,0.10119295120239258,
,,4,6309,0.06599018722772598,
,,4,6319,0.12456072866916656,
,,4,6329,0.10022756457328796,
,,4,6339,0.10404820740222931,
,,4,6349,0.13692507147789001,
,,4,6359,0.11074161529541016,
,,4,6369,0.11751330643892288,
,,4,6379,0.09512953460216522,
,,4,6389,0.05476333573460579,
,,4,6399,0.056461162865161896,
,,4,6409,0.07527636736631393,
,,4,6419,0.12565366923809052,
,,4,6429,0.07178959250450134,
,,4,6439,0.05179906636476517,
,,4,6449,0.10089697688817978,
,,4,6459,0.16516487300395966,
,,4,6469,0.051009196788072586,
,,4,6479,0.13827528059482574,
,,4,6489,0.07177022844552994,
,,4,6499,0.16731776297092438,
,,4,6509,0.04818573594093323,
,,4,6519,0.1079324334859848,
,,4,6529,0.05526891350746155,
,,4,6539,0.1334361881017685,
,,4,6549,0.058614108711481094,
,,4,6559,0.0644155889749527,
,,4,6569,0.052723478525877,
,,4,6579,0.1195087730884552,
,,4,6589,0.06131415069103241,
,,4,6599,0.08457944542169571,
,,4,6609,0.0694163590669632,
,,4,6619,0.11948329955339432,
,,4,6629,0.1557500958442688,
,,4,6639,0.08262177556753159,
,,4,6649,0.10658343881368637,
,,4,6659,0.08685795962810516,
,,4,6669,0.15366841852664948,
,,4,6679,0.15233133733272552,
,,4,6689,0.12997306883335114,
,,4,6699,0.14368398487567902,
,,4,6709,0.07353834807872772,
,,4,6719,0.11178237944841385,
,,4,6729,0.07182538509368896,
,,4,6739,3.3286006450653076,
,,4,6749,0.06843651086091995,
,,4,6759,0.08555790781974792,
,,4,6769,0.023842234164476395,
,,4,6779,0.149616539478302,
,,4,6789,0.05868873745203018,
,,4,6799,0.05853579193353653,
,,4,6809,0.10392634570598602,
,,4,6819,0.05277543514966965,
,,4,6829,0.16437727212905884,
,,4,6839,0.18004459142684937,
,,4,6849,0.08755405247211456,
,,4,6859,0.12573367357254028,
,,4,6869,0.056945472955703735,
,,4,6879,0.09981252253055573,
,,4,6889,0.10243572294712067,
,,4,6899,0.05746084824204445,
,,4,6909,0.09113737940788269,
,,4,6919,0.061481889337301254,
,,4,6929,0.06542517989873886,
,,4,6939,0.0681622177362442,
,,4,6949,0.061353571712970734,
,,4,6959,0.037667568773031235,
,,4,6969,1.5337003469467163,
,,4,6979,0.13785357773303986,
,,4,6989,0.10070109367370605,
,,4,6999,0.0575302317738533,
,,4,7009,0.1178998351097107,
,,4,7019,0.07189226150512695,
,,4,7029,0.08343002200126648,
,,4,7039,0.032702431082725525,
,,4,7049,0.06698735803365707,
,,4,7059,0.06484800577163696,
,,4,7069,0.05399997904896736,
,,4,7079,0.11545443534851074,
,,4,7089,0.06453904509544373,
,,4,7099,0.06721244007349014,
,,4,7109,1.0858194828033447,
,,4,7119,0.047919709235429764,
,,4,7129,0.03780343383550644,
,,4,7139,0.08384320884943008,
,,4,7149,0.057783693075180054,
,,4,7159,0.12507370114326477,
,,4,7169,0.10244673490524292,
,,4,7179,0.046500831842422485,
,,4,7189,0.154092937707901,
,,4,7199,0.045733869075775146,
,,4,7209,0.055218882858753204,
,,4,7219,0.04006515443325043,
,,4,7229,0.08986000716686249,
,,4,7239,0.11574246734380722,
,,4,7249,0.09720835089683533,
,,4,7259,0.058105360716581345,
,,4,7269,0.07776839286088943,
,,4,7279,0.16760674118995667,
,,4,7289,0.12059389054775238,
,,4,7299,0.1057131215929985,
,,4,7309,0.11252953112125397,
,,4,7319,0.04636092483997345,
,,4,7329,0.05157079920172691,
,,4,7339,0.0689886286854744,
,,4,7349,2.089751958847046,
,,4,7359,0.08016213774681091,
,,4,7369,0.05768667906522751,
,,4,7379,0.14273086190223694,
,,4,7389,0.07585523277521133,
,,4,7399,0.07687900960445404,
,,4,7409,0.05651666596531868,
,,4,7419,0.08826708048582077,
,,4,7429,0.02909262105822563,
,,4,7439,0.08906720578670502,
,,4,7449,0.02695966139435768,
,,4,7459,0.11027827113866806,
,,4,7469,0.11402051895856857,
,,4,7479,0.08452869206666946,
,,4,7489,0.05344747006893158,
,,4,7499,0.10598859190940857,
,,4,7509,0.08390127867460251,
,,4,7519,0.11504746973514557,
,,4,7529,0.06584017723798752,
,,4,7539,0.0755401998758316,
,,4,7549,0.13556765019893646,
,,4,7559,0.037709448486566544,
,,4,7569,0.03499646484851837,
,,4,7579,0.04136286675930023,
,,4,7589,0.046099670231342316,
,,4,7599,0.06822604686021805,
,,4,7609,0.06543335318565369,
,,4,7619,0.07868806272745132,
,,4,7629,0.0592106394469738,
,,4,7639,0.04881409555673599,
,,4,7649,0.05183020606637001,
,,4,7659,0.08798247575759888,
,,4,7669,0.07849986851215363,
,,4,7679,0.05528274551033974,
,,4,7689,0.06427847594022751,
,,4,7699,0.08606084436178207,
,0.0814320296049118,4,7699,,0.08144982904195786
0.10570266842842102,,4,7699,,
,,5,7709,0.07848105579614639,
,,5,7719,0.06671546399593353,
,,5,7729,0.038652535527944565,
,,5,7739,0.0734943151473999,
,,5,7749,0.18533219397068024,
,,5,7759,0.06207090616226196,
,,5,7769,0.10023856163024902,
,,5,7779,0.06409677118062973,
,,5,7789,0.1379982829093933,
,,5,7799,0.12241343408823013,
,,5,7809,0.09646888822317123,
,,5,7819,0.12871655821800232,
,,5,7829,0.057295169681310654,
,,5,7839,0.14516982436180115,
,,5,7849,0.10992024093866348,
,,5,7859,0.0630388930439949,
,,5,7869,0.09432453662157059,
,,5,7879,0.0808248445391655,
,,5,7889,0.06865397095680237,
,,5,7899,0.05928945168852806,
,,5,7909,0.03388100489974022,
,,5,7919,0.10916183888912201,
,,5,7929,0.10565691441297531,
,,5,7939,0.03917994350194931,
,,5,7949,0.10527798533439636,
,,5,7959,0.08566056936979294,
,,5,7969,0.07466084510087967,
,,5,7979,0.05037843808531761,
,,5,7989,0.03258493170142174,
,,5,7999,0.16945892572402954,
,,5,8009,0.07821141183376312,
,,5,8019,0.1240532174706459,
,,5,8029,0.12355413287878036,
,,5,8039,0.05363370478153229,
,,5,8049,0.08975035697221756,
,,5,8059,0.04640926048159599,
,,5,8069,0.06058197841048241,
,,5,8079,0.08720438182353973,
,,5,8089,0.05609123408794403,
,,5,8099,0.19135238230228424,
,,5,8109,0.09543907642364502,
,,5,8119,0.054119519889354706,
,,5,8129,0.03788179159164429,
,,5,8139,0.03890431299805641,
